,rk,player,tm,fantpos,age,games,games_started,passes_completed,pass_attempts,passing_yds,passing_td,passes_intercepted,rushing_att,rushing_yds,yds_rushing_att,rushing_td,targets,receptions,receiving_yds,yds_reception,receiving_td,fumbles,fumbles_lost,touchdowns,2_pt_conv_made,2_pt_conv_passes,fantasy_points,fantasy_points_ppr_,draftkings_points,fanduel_points,vbd,posrank,ovrank
453,454,Devin Duvernay,CHI,WR,28,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,184,
454,455,Ross Dwelley,DET,TE,30,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,103,
455,456,Simi Fehoko,ARI,WR,28,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,185,
456,457,Thomas Fidone,NYG,TE,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,104,
457,458,Tucker Fisk,LAC,TE,26,6,4,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,105,
458,459,Feleipe Franks,ATL,TE,28,6,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,98,
459,460,Russell Gage,SFO,WR,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,186,
460,461,Jimmy Garoppolo,LAR,QB,34,1,0,0,0,0,0,0,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,,-0.3,-0.3,-0.3,,60,
461,462,Reggie Gilliam,BUF,FB,28,6,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,120,
462,463,Anthony Gould,IND,WR,24,7,1,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,169,
463,464,Isaac Guerendo,SFO,RB,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,121,
464,465,Khalil Herbert,NYJ,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,122,
465,466,Nyheim Hines,LAC,RB,29,3,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,143,
466,467,KhaDarel Hodge,ATL,WR,30,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,187,
467,468,Travis Homer,CHI,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,123,
468,469,Jarquez Hunter,LAR,RB,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,124,
469,470,Shedrick Jackson,LVR,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,188,
470,471,E.J. Jenkins,PHI,TE,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,106,
471,472,D'Ernest Johnson,ARI,RB,29,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,,125,
472,473,Jakob Johnson,HOU,FB,31,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,126,
473,474,Charlie Jones,CIN,WR,27,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,189,
474,475,Tim Jones,MIN,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,190,
475,476,Velus Jones Jr.,NOR,RB,28,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,127,
476,477,Ko Kieft,TAM,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,107,
477,478,Mason Kinsey,TEN,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,191,
478,479,KeAndre Lambert-Smith,LAC,WR,24,5,1,0,0,0,0,0,0,0,,0,3,1,1,1.00,0,0,0,0,,,,1.1,1.1,0.6,,171,
479,480,Cameron Latu,PHI,TE,25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,108,
480,481,Dominic Lovett,DET,WR,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,192,
481,482,Will Mallory,IND,TE,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,109,
482,483,Moliki Matavao,NOR,TE,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,110,
483,484,Jaleel McLaughlin,DEN,RB,25,1,0,0,0,0,0,0,1,0,0.00,0,1,0,0,,0,0,0,0,,,,,,,,128,
484,485,Jackson Meeks,DET,WR,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,193,
485,486,Bo Melton,GNB,WR,26,5,0,0,0,0,0,0,1,3,3.00,0,0,0,0,,0,0,0,0,,,,0.3,0.3,0.3,,170,
486,487,Joe Milton,DAL,QB,25,1,0,3,5,41,0,1,0,0,,0,0,0,0,,0,0,0,0,,,,-0.4,0.6,0.6,,61,
487,488,Jordan Mims,TEN,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,129,
488,489,Zaire Mitchell-Paden,BAL,TE,26,6,1,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,96,
489,490,Jalen Moreno-Cropper,DAL,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,194,
490,491,Quintin Morris,JAX,TE,26,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,111,
491,492,Kalel Mullings,TEN,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,130,
492,493,Kene Nwangwu,NYJ,RB,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,131,
493,494,Andrew Ogletree,IND,TE,27,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,112,
494,495,Gunner Olszewski,NYG,WR,29,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,195,
495,496,Robbie Ouzts,SEA,FB,23,3,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,132,
496,497,Teagan Quitoriano,ATL,TE,25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,113,
497,498,Craig Reynolds,DET,RB,29,6,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,115,
498,499,Ronnie Rivers,LAR,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,133,
499,500,Jalen Royals,KAN,WR,22,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,196,
500,501,Mason Rudolph,PIT,QB,30,2,0,2,2,12,0,0,3,0,0.00,0,0,0,0,,0,0,0,0,,,,0.5,0.5,0.5,,54,
501,502,Carter Runyon,LVR,TE,24,4,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,97,
502,503,Brady Russell,SEA,TE,27,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,114,
503,504,Brett Rypien,CIN,QB,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,56,
504,505,Cody Schrader,LAR,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,134,
505,506,Trey Sermon,PIT,RB,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,135,
506,507,Justin Shorter,LVR,TE,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,115,
507,508,Tyler Shough,NOR,QB,26,1,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,57,
508,509,Ben Sims,GNB,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,116,
509,510,Stone Smartt,NYJ,TE,27,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,117,
510,511,Brandon Smith,NYJ,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,197,
511,512,Durham Smythe,CHI,TE,30,6,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,118,
512,513,Deven Thompkins,ATL,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,198,
513,514,Mason Tipton,NOR,WR,25,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,199,
514,515,Robert Tonyan,KAN,TE,31,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,119,
515,516,Laquon Treadwell,IND,WR,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,200,
516,517,Malik Turner,SFO,WR,29,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,201,
517,518,Sione Vaki,DET,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,136,
518,519,Nick Vannett,MIN,TE,32,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,120,
519,520,Travis Vokolek,ARI,TE,27,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,121,
520,521,Jahdae Walker,CHI,WR,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,202,
521,522,Carlos Washington,ATL,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,137,
522,523,Tahj Washington,MIA,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,203,
523,524,Xavier Weaver,ARI,WR,25,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,204,
524,525,Treyton Welch,NOR,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,122,
525,526,Jack Westover,NWE,FB,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,138,
526,527,LaJohntay Wester,BAL,WR,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,205,
527,528,Blake Whiteheart,CLE,TE,25,7,2,0,0,0,0,0,0,0,,0,3,2,4,2.00,0,1,0,0,,,,2.4,2.4,1.4,,95,
528,529,Cody White,SEA,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,206,
529,530,Avery Williams,NYJ,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,207,
530,531,Brayden Willis,SFO,TE,26,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,123,
531,532,Josh Williams,TAM,RB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,139,
532,533,Ke'Shawn Williams,PIT,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,208,
533,534,Jeff Wilson,MIA,RB,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,140,
534,535,Jaylen Wright,MIA,RB,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,141,
535,536,Owen Wright,TAM,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,142,
536,537,Colson Yankoff,WAS,TE,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,124,
537,538,Shane Zylstra,DET,TE,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,125,
538,539,Gardner Minshew II,KAN,QB,29,2,0,0,0,0,0,0,5,-6,-1.20,0,0,0,0,,0,0,0,0,,,-1,-0.6,-0.6,-0.6,,62,
539,540,Charlie Woerner,ATL,TE,28,6,4,0,0,0,0,0,0,0,,0,2,1,-5,-5.00,0,0,0,0,,,-1,0.5,0.5,,,126,
540,541,Derius Davis,LAC,WR,25,5,0,0,0,0,0,0,2,5,2.50,0,0,0,0,,0,1,1,0,,,-2,-1.5,-0.5,-1.5,,210,
541,542,Xavier Gipson,2TM,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,211,
542,543,Jalen Milroe,SEA,QB,23,3,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,1,1,0,,,-2,-1.6,-0.6,-1.6,,63,
543,544,Kenny Pickett,LVR,QB,27,1,0,2,2,8,0,0,1,0,0.00,0,0,0,0,,0,1,1,0,,,-2,-1.7,-0.7,-1.7,,64,
544,545,Myles Price,MIN,WR,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,212,
545,546,Isaiah Williams,NYJ,WR,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,213,
